diameter,height,shucked_weight,shell_weight,rings,sex_F,sex_M
0.385,0.13,0.2625,0.27,13,1,0
0.325,0.08,0.144,0.13,8,0,1
0.405,0.14,0.312,0.315,17,0,1
0.405,0.14,0.276,0.215,11,1,0
0.39,0.13,0.275,0.18,11,0,1
0.325,0.12,0.142,0.105,9,0,1
0.415,0.14,0.3025,0.235,16,0,1
0.275,0.08,0.093,0.07,8,1,0
0.415,0.13,0.272,0.24,13,0,1
0.475,0.17,0.474,0.24,11,0,1
0.44,0.175,0.393,0.375,20,0,1
0.515,0.175,0.6745,0.385,14,0,1
0.47,0.175,0.5135,0.32,14,1,0
0.49,0.145,0.517,0.31,14,0,1
0.455,0.165,0.38,0.28,12,1,0
0.485,0.155,0.5915,0.38,18,0,1
0.42,0.155,0.377,0.34,13,0,1
0.355,0.18,0.1525,0.135,8,1,0
0.44,0.155,0.2025,0.2115,14,1,0
0.425,0.145,0.207,0.24,13,1,0
0.285,0.095,0.11,0.08,8,0,1
0.4,0.165,0.2745,0.21,12,0,1
0.415,0.175,0.275,0.275,14,1,0
0.36,0.135,0.1955,0.235,14,0,1
0.26,0.09,0.077,0.065,8,0,0
0.4,0.145,0.21,0.2515,13,1,0
0.51,0.185,0.5115,0.3065,11,1,0
0.385,0.145,0.246,0.204,14,0,1
0.39,0.135,0.242,0.1835,15,0,1
0.325,0.115,0.163,0.113,7,0,1
0.395,0.165,0.1905,0.3205,10,1,0
0.38,0.145,0.167,0.187,11,1,0
0.31,0.1,0.115,0.085,8,0,0
0.305,0.13,0.096,0.105,9,0,1
0.36,0.16,0.174,0.225,12,0,1
0.4,0.13,0.215,0.17,15,1,0
0.4,0.155,0.2715,0.285,12,0,1
0.4,0.14,0.2015,0.25,15,0,1
0.41,0.145,0.2815,0.355,19,0,1
0.39,0.125,0.219,0.2,12,1,0
0.26,0.08,0.0625,0.07,9,1,0
0.21,0.07,0.044,0.033,5,0,0
0.23,0.075,0.052,0.0345,6,0,0
0.24,0.105,0.118,0.083,6,0,0
0.255,0.075,0.0745,0.0525,6,0,0
0.3,0.075,0.059,0.044,7,0,0
0.325,0.1,0.2285,0.114,7,0,0
0.315,0.105,0.1405,0.095,6,0,0
0.315,0.09,0.175,0.093,6,0,0
0.32,0.1,0.1745,0.0945,8,0,0
0.31,0.105,0.159,0.105,6,0,0
0.375,0.11,0.21,0.1505,8,0,1
0.35,0.135,0.259,0.175,8,1,0
0.37,0.11,0.25,0.163,8,0,0
0.375,0.12,0.2765,0.135,8,1,0
0.365,0.12,0.2505,0.1625,10,0,0
0.37,0.135,0.3445,0.161,7,0,1
0.4,0.13,0.37,0.211,8,0,1
0.39,0.185,0.267,0.172,7,0,0
0.425,0.19,0.4625,0.199,9,0,1
0.42,0.12,0.392,0.2235,9,0,1
0.45,0.15,0.387,0.2625,11,0,1
0.44,0.15,0.4475,0.2485,9,1,0
0.46,0.18,0.48,0.325,11,0,1
0.455,0.16,0.5,0.292,9,0,1
0.48,0.16,0.5685,0.335,9,0,1
0.49,0.185,0.482,0.361,10,0,1
0.475,0.135,0.5885,0.3175,9,1,0
0.5,0.155,0.6235,0.35,8,1,0
0.485,0.165,0.587,0.288,9,1,0
0.475,0.175,0.5395,0.309,10,0,1
0.49,0.155,0.6675,0.33,10,1,0
0.5,0.185,0.5785,0.384,10,0,1
0.585,0.195,0.7225,0.471,12,0,1
0.5,0.18,0.593,0.431,11,1,0
0.545,0.165,0.6555,0.513,12,1,0
0.525,0.215,0.6725,0.4065,11,0,0
0.535,0.2,0.733,0.54,15,0,1
0.555,0.205,0.713,0.4535,13,1,0
0.55,0.175,0.694,0.474,13,1,0
0.55,0.18,0.8715,0.4395,9,1,0
0.53,0.2,0.75,0.6095,14,1,0
0.525,0.19,0.707,0.43,10,1,0
0.57,0.165,1.0685,0.435,10,1,0
0.15,0.065,0.02,0.013,4,0,0
0.17,0.07,0.024,0.016,4,0,0
0.18,0.05,0.0215,0.02,5,0,0
0.195,0.07,0.0345,0.0255,4,0,0
0.21,0.055,0.0415,0.031,5,0,0
0.22,0.08,0.066,0.03,5,0,0
0.22,0.07,0.0515,0.035,6,0,0
0.225,0.075,0.065,0.0365,6,0,0
0.235,0.07,0.058,0.047,7,0,0
0.265,0.07,0.0625,0.07,7,0,0
0.29,0.08,0.108,0.07,6,0,0
0.285,0.085,0.115,0.07,6,0,0
0.295,0.1,0.1155,0.08,7,0,0
0.31,0.065,0.1575,0.088,6,0,0
0.325,0.1,0.1445,0.095,7,0,0
0.335,0.11,0.175,0.111,7,0,0
0.345,0.115,0.269,0.1305,6,0,0
0.325,0.1,0.185,0.11,6,0,0
0.355,0.12,0.231,0.125,7,0,0
0.35,0.125,0.2235,0.118,6,0,0
0.35,0.12,0.2005,0.1325,8,0,0
0.35,0.12,0.1945,0.1375,7,1,0
0.35,0.115,0.2025,0.1165,6,1,0
0.345,0.12,0.198,0.107,7,0,0
0.345,0.115,0.1895,0.111,6,0,0
0.355,0.11,0.23,0.12,7,0,0
0.34,0.105,0.231,0.1225,9,0,1
0.385,0.11,0.311,0.136,7,0,0
0.355,0.105,0.201,0.12,8,0,0
0.37,0.1,0.243,0.135,8,0,1
0.375,0.145,0.274,0.1485,7,0,1
0.38,0.11,0.218,0.1325,7,0,0
0.385,0.12,0.239,0.185,7,0,0
0.395,0.12,0.285,0.172,9,0,1
0.415,0.135,0.394,0.202,7,0,1
0.425,0.125,0.4035,0.195,8,0,1
0.42,0.17,0.41,0.1505,6,1,0
0.41,0.14,0.3095,0.1835,6,0,1
0.405,0.15,0.4055,0.215,8,1,0
0.435,0.14,0.33,0.213,9,0,1
0.425,0.125,0.5475,0.215,8,1,0
0.425,0.14,0.44,0.24,7,1,0
0.445,0.15,0.504,0.2505,9,1,0
0.435,0.14,0.3905,0.2295,8,1,0
0.45,0.155,0.429,0.259,7,0,1
0.445,0.145,0.41,0.2425,8,1,0
0.45,0.16,0.405,0.2335,8,1,0
0.465,0.14,0.4695,0.263,7,0,1
0.47,0.155,0.542,0.31,9,1,0
0.465,0.15,0.491,0.287,9,1,0
0.465,0.15,0.412,0.289,11,1,0
0.46,0.145,0.3985,0.248,8,1,0
0.46,0.15,0.6025,0.29,8,1,0
0.46,0.15,0.5335,0.29,9,0,1
0.48,0.15,0.564,0.264,8,0,1
0.485,0.16,0.5005,0.315,10,1,0
0.5,0.165,0.6,0.355,10,1,0
0.47,0.155,0.5085,0.292,8,0,1
0.51,0.175,0.5415,0.3225,9,1,0
0.485,0.175,0.545,0.345,10,1,0
0.475,0.16,0.6865,0.3275,9,1,0
0.48,0.17,0.671,0.3385,10,0,1
0.49,0.165,0.477,0.3185,9,1,0
0.49,0.175,0.4485,0.3595,8,1,0
0.495,0.2,0.659,0.38,11,1,0
0.495,0.145,0.5455,0.2885,9,1,0
0.48,0.165,0.604,0.35,8,0,1
0.495,0.18,0.617,0.37,11,1,0
0.495,0.195,0.556,0.37,11,1,0
0.49,0.16,0.5355,0.3165,9,0,1
0.5,0.175,0.6735,0.3775,12,0,1
0.5,0.185,0.741,0.341,9,1,0
0.52,0.19,0.8115,0.391,9,0,1
0.545,0.205,0.7855,0.498,13,1,0
0.54,0.185,0.7725,0.4325,8,0,1
0.55,0.155,0.767,0.4175,10,1,0
0.525,0.175,0.696,0.505,12,0,1
0.575,0.205,0.7295,0.5165,13,1,0
0.56,0.205,0.9915,0.624,10,1,0
0.585,0.18,1.128,0.5335,12,0,1
0.6,0.215,1.0515,0.584,10,0,1
0.16,0.05,0.0215,0.015,4,0,0
0.205,0.07,0.495,0.0315,5,0,0
0.21,0.06,0.0415,0.035,5,0,0
0.24,0.075,0.0745,0.048,6,0,0
0.285,0.095,0.0955,0.0715,6,0,0
0.29,0.1,0.0925,0.075,6,0,0
0.315,0.1,0.1765,0.095,8,0,0
0.33,0.115,0.1315,0.103,6,0,0
0.34,0.1,0.1625,0.094,7,0,0
0.32,0.1,0.1635,0.09,7,0,0
0.34,0.1,0.209,0.103,7,0,0
0.335,0.115,0.173,0.113,7,0,0
0.345,0.11,0.1525,0.125,7,0,0
0.37,0.12,0.2645,0.1345,6,0,0
0.355,0.105,0.2085,0.1185,7,0,0
0.365,0.1,0.2025,0.123,7,0,0
0.375,0.115,0.233,0.1455,7,0,0
0.375,0.13,0.266,0.157,8,0,0
0.375,0.125,0.279,0.13,8,0,0
0.38,0.11,0.2935,0.15,8,0,1
0.38,0.12,0.233,0.136,7,0,0
0.39,0.125,0.294,0.1605,8,0,0
0.38,0.12,0.273,0.145,9,0,1
0.4,0.135,0.377,0.178,7,0,1
0.395,0.155,0.2465,0.167,8,0,0
0.385,0.15,0.3095,0.1725,8,0,0
0.4,0.125,0.265,0.168,9,0,0
0.395,0.135,0.2985,0.175,9,0,0
0.43,0.14,0.4355,0.201,9,1,0
0.42,0.145,0.3745,0.205,7,0,1
0.42,0.12,0.403,0.17,7,0,1
0.4,0.14,0.368,0.18,9,1,0
0.42,0.13,0.294,0.1755,8,0,0
0.44,0.135,0.434,0.185,8,1,0
0.425,0.13,0.2835,0.2105,8,0,0
0.43,0.13,0.3495,0.213,9,0,1
0.45,0.18,0.4015,0.255,9,1,0
0.45,0.135,0.546,0.25,9,0,1
0.43,0.16,0.3875,0.2285,9,1,0
0.48,0.15,0.4235,0.248,8,1,0
0.455,0.13,0.41,0.225,8,0,1
0.45,0.15,0.467,0.225,7,1,0
0.435,0.14,0.3085,0.2245,8,1,0
0.47,0.15,0.413,0.249,8,0,1
0.46,0.14,0.496,0.26,9,0,1
0.46,0.16,0.445,0.2565,8,1,0
0.465,0.15,0.5415,0.265,8,1,0
0.47,0.165,0.4915,0.3345,9,0,1
0.46,0.14,0.4215,0.227,9,0,1
0.49,0.21,1.005,0.491,10,0,1
0.48,0.15,0.4505,0.293,10,1,0
0.475,0.17,0.543,0.2345,9,1,0
0.45,0.15,0.707,0.2505,7,0,1
0.47,0.155,0.5885,0.246,9,1,0
0.475,0.175,0.4635,0.2725,10,0,1
0.49,0.155,0.505,0.31,9,0,1
0.48,0.15,0.4965,0.305,10,0,1
0.495,0.185,0.7105,0.345,11,0,1
0.49,0.155,0.484,0.3095,9,1,0
0.48,0.145,0.4645,0.327,10,0,1
0.505,0.15,0.6325,0.37,11,0,1
0.51,0.175,0.6575,0.375,10,0,1
0.465,0.15,0.537,0.176,8,0,1
0.515,0.16,0.506,0.335,9,0,1
0.48,0.15,0.6055,0.285,9,0,1
0.52,0.18,0.5775,0.317,9,1,0
0.515,0.125,0.5235,0.3275,9,0,1
0.52,0.175,0.615,0.336,9,0,1
0.535,0.175,0.6095,0.344,10,1,0
0.51,0.155,0.7215,0.335,9,0,1
0.49,0.155,0.545,0.3055,9,1,0
0.515,0.165,0.694,0.3755,10,0,1
0.505,0.165,0.5985,0.36,9,1,0
0.5,0.2,0.576,0.351,11,0,1
0.51,0.18,0.926,0.3935,13,0,1
0.55,0.19,0.7105,0.412,13,1,0
0.52,0.165,0.724,0.406,11,0,1
0.53,0.18,0.7635,0.4025,11,0,1
0.525,0.175,0.8745,0.47,10,0,1
0.55,0.2,0.693,0.4405,13,0,1
0.53,0.19,0.83,0.405,11,1,0
0.55,0.2,0.8735,0.5085,9,0,1
0.57,0.175,0.9095,0.488,11,0,1
0.575,0.22,0.8915,0.471,12,1,0
0.555,0.215,1.0615,0.5285,11,0,1
0.14,0.03,0.0125,0.0105,3,0,0
0.15,0.045,0.0135,0.0105,4,0,0
0.175,0.06,0.0275,0.02,4,0,0
0.215,0.065,0.0425,0.031,5,0,0
0.25,0.08,0.0675,0.0575,6,0,0
0.245,0.085,0.1005,0.053,6,0,0
0.255,0.095,0.075,0.06,6,0,0
0.255,0.08,0.078,0.058,7,0,0
0.26,0.08,0.074,0.06,5,0,0
0.275,0.09,0.096,0.058,7,0,0
0.29,0.14,0.14,0.0825,8,0,0
0.275,0.095,0.095,0.066,7,0,0
0.3,0.125,0.1705,0.081,7,0,0
0.285,0.085,0.1215,0.068,8,0,0
0.32,0.1,0.149,0.09,8,0,0
0.305,0.1,0.176,0.0865,7,0,0
0.305,0.1,0.0965,0.091,7,0,0
0.31,0.11,0.416,0.0995,8,0,0
0.305,0.1,0.1145,0.085,7,0,0
0.3,0.09,0.138,0.0765,6,0,0
0.315,0.1,0.124,0.1,8,0,0
0.325,0.11,0.1325,0.101,8,0,0
0.335,0.1,0.169,0.105,7,0,0
0.325,0.115,0.1295,0.1,8,0,0
0.315,0.11,0.1855,0.1015,8,0,0
0.34,0.11,0.159,0.105,7,0,0
0.36,0.11,0.182,0.14,9,0,0
0.325,0.115,0.2235,0.1155,8,0,1
0.335,0.095,0.1615,0.1185,7,0,0
0.34,0.115,0.261,0.1315,8,0,0
0.35,0.1,0.252,0.123,8,0,0
0.345,0.105,0.187,0.11,8,0,0
0.355,0.115,0.279,0.1325,7,0,0
0.375,0.12,0.2535,0.172,11,0,1
0.38,0.125,0.2215,0.16,8,0,0
0.365,0.14,0.1895,0.2305,8,0,0
0.365,0.125,0.252,0.1615,10,0,0
0.385,0.125,0.245,0.21,9,0,0
0.38,0.135,0.2645,0.165,9,0,0
0.385,0.145,0.3985,0.1805,8,0,0
0.395,0.135,0.2015,0.162,9,1,0
0.41,0.14,0.3065,0.2,7,0,1
0.39,0.11,0.2415,0.1615,8,0,0
0.385,0.13,0.2355,0.195,8,0,0
0.415,0.15,0.329,0.199,10,1,0
0.4,0.13,0.345,0.2,8,0,0
0.375,0.12,0.3045,0.19,9,0,0
0.43,0.155,0.3285,0.245,10,0,1
0.44,0.15,0.366,0.275,8,1,0
0.43,0.145,0.3025,0.225,10,0,0
0.425,0.145,0.4325,0.236,10,0,0
0.42,0.155,0.495,0.205,9,0,0
0.425,0.135,0.257,0.203,10,0,0
0.465,0.15,0.481,0.2435,9,0,0
0.435,0.145,0.262,0.24,11,0,0
0.445,0.175,0.551,0.2785,8,1,0
0.44,0.14,0.402,0.245,10,0,0
0.435,0.135,0.329,0.251,11,0,0
0.43,0.15,0.332,0.29,11,0,0
0.445,0.155,0.5265,0.265,10,1,0
0.435,0.155,0.4115,0.23,9,1,0
0.44,0.175,0.5405,0.3265,10,0,1
0.465,0.145,0.47,0.25,11,1,0
0.425,0.15,0.3645,0.2705,9,1,0
0.46,0.145,0.339,0.295,10,0,0
0.465,0.165,0.4025,0.274,10,0,1
0.42,0.145,0.2895,0.22,9,0,0
0.455,0.13,0.411,0.225,8,1,0
0.47,0.145,0.4545,0.254,9,0,1
0.475,0.14,0.4625,0.275,10,0,1
0.475,0.14,0.4925,0.278,10,0,1
0.48,0.09,0.457,0.28,8,0,1
0.495,0.185,0.5055,0.367,11,0,1
0.45,0.145,0.4325,0.24,9,0,1
0.51,0.185,0.6095,0.315,9,0,1
0.48,0.185,0.6895,0.29,10,0,1
0.45,0.13,0.389,0.272,11,1,0
0.46,0.15,0.4935,0.2745,10,1,0
0.465,0.14,0.6005,0.307,9,1,0
0.48,0.165,0.5325,0.324,10,1,0
0.5,0.14,0.5445,0.295,10,0,1
0.49,0.165,0.5175,0.3465,10,0,1
0.505,0.175,0.555,0.34,12,0,1
0.475,0.155,0.452,0.265,10,1,0
0.47,0.15,0.539,0.3115,12,0,1
0.525,0.195,0.4935,0.465,10,0,1
0.505,0.155,0.5565,0.346,11,0,1
0.485,0.15,0.5195,0.3175,10,0,1
0.495,0.17,0.5395,0.285,10,0,1
0.495,0.17,0.49,0.2875,11,1,0
0.515,0.08,0.515,0.175,10,0,1
0.52,0.155,0.6185,0.365,9,0,1
0.51,0.175,0.6485,0.45,12,0,1
0.505,0.19,0.6255,0.3745,9,1,0
0.525,0.2,0.6525,0.422,11,1,0
0.525,0.17,0.8365,0.475,9,1,0
0.54,0.205,0.7885,0.4865,13,0,1
0.54,0.205,0.8265,0.461,9,1,0
0.565,0.2,0.706,0.45,11,0,1
0.55,0.205,1.1055,0.404,10,0,1
0.57,0.19,1.253,0.52,9,0,1
0.17,0.05,0.0205,0.0155,5,0,0
0.195,0.055,0.0285,0.021,4,0,0
0.2,0.055,0.038,0.026,4,0,0
0.235,0.09,0.098,0.042,7,0,0
0.24,0.075,0.072,0.043,6,0,0
0.225,0.075,0.0945,0.0425,7,0,0
0.27,0.09,0.12,0.056,8,0,0
0.265,0.095,0.085,0.0585,5,0,0
0.285,0.09,0.119,0.0675,6,0,0
0.29,0.09,0.117,0.077,7,0,0
0.335,0.105,0.1575,0.1095,7,0,0
0.35,0.105,0.213,0.1115,7,0,0
0.365,0.115,0.2365,0.123,7,0,0
0.375,0.12,0.3075,0.1405,8,0,0
0.365,0.13,0.309,0.1535,9,0,1
0.375,0.12,0.2235,0.16,8,0,0
0.4,0.105,0.4515,0.1985,9,0,1
0.395,0.145,0.424,0.1895,7,0,0
0.43,0.135,0.4325,0.1815,9,1,0
0.405,0.14,0.402,0.189,7,0,1
0.42,0.14,0.38,0.21,9,1,0
0.415,0.15,0.3875,0.2035,9,1,0
0.425,0.13,0.3695,0.1965,8,1,0
0.42,0.14,0.416,0.25,8,0,1
0.445,0.16,0.49,0.27,9,0,1
0.445,0.135,0.484,0.2325,8,1,0
0.47,0.155,0.6245,0.2595,9,0,1
0.455,0.15,0.465,0.2765,10,1,0
0.485,0.155,0.4535,0.31,9,0,1
0.435,0.16,0.4255,0.31,9,0,1
0.475,0.175,0.5105,0.285,9,0,1
0.45,0.16,0.539,0.307,10,0,1
0.475,0.19,0.59,0.26,10,0,1
0.48,0.17,0.535,0.287,10,1,0
0.475,0.175,0.656,0.337,10,0,1
0.5,0.13,0.5785,0.25,8,0,1
0.485,0.16,0.591,0.3485,9,1,0
0.49,0.165,0.575,0.294,10,0,1
0.485,0.16,0.623,0.3,10,0,1
0.51,0.185,0.526,0.4105,12,1,0
0.49,0.16,0.4935,0.299,9,1,0
0.49,0.16,0.5015,0.319,8,1,0
0.525,0.19,0.8875,0.405,11,1,0
0.515,0.155,0.524,0.385,11,1,0
0.515,0.17,0.8485,0.331,11,1,0
0.515,0.19,0.831,0.371,11,0,1
0.54,0.195,0.768,0.4755,11,0,1
0.565,0.18,0.8465,0.3875,11,1,0
0.55,0.18,0.637,0.435,10,1,0
0.565,0.17,0.723,0.4945,12,1,0
0.57,0.21,1.1705,0.5315,10,0,1
0.595,0.19,1.1495,0.505,11,0,1
0.23,0.07,0.0505,0.038,6,0,0
0.235,0.075,0.051,0.0405,4,0,0
0.205,0.08,0.088,0.0495,5,0,0
0.25,0.075,0.075,0.0455,6,0,0
0.26,0.09,0.0875,0.056,7,0,0
0.28,0.085,0.0805,0.058,5,0,0
0.27,0.09,0.07,0.065,7,0,0
0.28,0.085,0.0855,0.072,7,0,0
0.315,0.09,0.151,0.088,8,0,0
0.305,0.095,0.1,0.09,6,0,0
0.34,0.1,0.15,0.115,8,0,0
0.335,0.095,0.109,0.115,7,0,0
0.31,0.09,0.1555,0.0855,7,0,0
0.36,0.14,0.161,0.16,9,0,0
0.35,0.11,0.165,0.131,8,1,0
0.385,0.13,0.264,0.174,8,0,0
0.375,0.11,0.211,0.1545,8,0,0
0.375,0.12,0.2855,0.161,8,0,0
0.39,0.13,0.2115,0.1755,9,0,0
0.37,0.12,0.249,0.152,8,0,0
0.425,0.125,0.245,0.2,9,0,0
0.4,0.125,0.2255,0.17,8,0,0
0.365,0.115,0.25,0.15,8,0,1
0.4,0.145,0.231,0.177,9,0,0
0.4,0.125,0.239,0.204,8,0,0
0.4,0.11,0.2935,0.16,8,0,0
0.465,0.15,0.456,0.255,8,0,1
0.38,0.125,0.292,0.185,8,0,0
0.405,0.15,0.352,0.2525,10,0,1
0.445,0.125,0.417,0.24,8,1,0
0.425,0.13,0.3675,0.246,11,0,0
0.415,0.11,0.2755,0.1765,10,0,0
0.43,0.13,0.358,0.2055,8,0,0
0.43,0.15,0.3525,0.208,10,0,0
0.435,0.165,0.34,0.244,8,0,0
0.425,0.13,0.2695,0.21,8,0,0
0.435,0.14,0.347,0.2265,9,1,0
0.43,0.13,0.3355,0.2175,8,0,0
0.435,0.13,0.354,0.222,9,0,0
0.425,0.15,0.455,0.228,8,1,0
0.455,0.16,0.495,0.246,9,0,0
0.45,0.165,0.498,0.23,8,0,1
0.465,0.15,0.371,0.29,8,0,1
0.46,0.15,0.5205,0.305,10,0,1
0.45,0.17,0.4615,0.248,9,1,0
0.45,0.15,0.393,0.2895,9,1,0
0.445,0.15,0.4315,0.287,11,0,1
0.44,0.125,0.363,0.195,11,1,0
0.45,0.135,0.3795,0.26,9,0,0
0.5,0.15,0.485,0.345,9,0,1
0.46,0.125,0.334,0.238,9,0,0
0.475,0.145,0.4675,0.259,10,0,0
0.47,0.155,0.492,0.265,10,0,1
0.46,0.17,0.57,0.265,10,0,1
0.445,0.135,0.445,0.253,9,0,0
0.48,0.17,0.4575,0.3135,10,1,0
0.45,0.195,0.617,0.3605,10,0,1
0.45,0.15,0.4375,0.2775,9,1,0
0.465,0.165,0.465,0.315,11,0,1
0.495,0.17,0.4365,0.335,13,1,0
0.49,0.18,0.457,0.3745,9,0,1
0.48,0.155,0.425,0.3,10,0,0
0.425,0.155,0.507,0.274,11,0,0
0.47,0.195,0.469,0.398,12,1,0
0.48,0.14,0.516,0.2915,11,0,1
0.49,0.16,0.5865,0.2915,11,0,0
0.475,0.175,0.559,0.3165,11,1,0
0.515,0.135,0.545,0.29,9,1,0
0.455,0.15,0.382,0.2615,10,0,1
0.495,0.165,0.5415,0.3185,10,1,0
0.475,0.15,0.455,0.277,9,1,0
0.475,0.195,0.5935,0.3745,10,0,1
0.495,0.175,0.531,0.3525,11,0,1
0.515,0.165,0.667,0.3115,10,0,1
0.5,0.16,0.5725,0.355,11,1,0
0.49,0.145,0.437,0.28,10,1,0
0.49,0.12,0.456,0.233,10,0,1
0.48,0.165,0.5505,0.3885,10,1,0
0.53,0.18,0.618,0.315,9,0,1
0.485,0.185,0.548,0.34,10,1,0
0.51,0.17,0.4915,0.348,7,0,1
0.485,0.19,0.634,0.406,11,1,0
0.52,0.175,0.6,0.367,11,0,1
0.485,0.18,0.4785,0.355,10,0,1
0.5,0.19,0.593,0.352,8,1,0
0.515,0.16,0.5385,0.345,11,0,1
0.505,0.18,0.59,0.363,11,0,1
0.575,0.175,0.625,0.4395,11,0,1
0.485,0.15,0.5935,0.293,12,1,0
0.52,0.17,0.526,0.317,11,1,0
0.495,0.19,0.6115,0.445,12,0,1
0.52,0.195,0.693,0.47,15,0,1
0.565,0.2,0.753,0.43,12,1,0
0.5,0.205,0.6215,0.4535,11,1,0
0.515,0.2,0.7255,0.405,12,1,0
0.525,0.16,0.4975,0.394,13,1,0
0.525,0.18,0.7765,0.3605,10,1,0
0.51,0.175,0.675,0.325,10,1,0
0.485,0.175,0.5355,0.386,9,0,0
0.525,0.19,0.5755,0.44,12,1,0
0.525,0.17,0.715,0.387,9,0,1
0.525,0.195,0.6595,0.425,9,0,1
0.54,0.175,0.739,0.365,10,0,1
0.515,0.16,0.618,0.325,11,0,1
0.505,0.17,0.657,0.355,12,1,0
0.505,0.19,0.667,0.41,10,0,1
0.515,0.18,0.9815,0.341,13,0,1
0.55,0.175,0.938,0.44,11,0,1
0.58,0.19,0.9955,0.5305,13,0,1
0.59,0.205,0.909,0.625,12,0,1
0.575,0.2,0.954,0.495,12,0,1
0.215,0.095,0.14,0.0885,6,0,0
0.345,0.115,0.212,0.109,8,0,0
0.33,0.1,0.254,0.097,6,0,0
0.365,0.155,0.4235,0.313,8,0,1
0.355,0.155,0.465,0.2505,8,0,1
0.37,0.115,0.306,0.141,7,0,0
0.38,0.13,0.391,0.1515,8,1,0
0.37,0.21,0.508,0.343,9,1,0
0.41,0.135,0.4065,0.177,8,1,0
0.4,0.15,0.618,0.2875,10,1,0
0.4,0.135,0.368,0.2055,8,0,0
0.405,0.175,0.548,0.337,13,0,1
0.405,0.19,0.6115,0.389,10,0,1
0.425,0.15,0.4625,0.1965,9,0,1
0.425,0.135,0.509,0.1975,9,0,1
0.44,0.14,0.4775,0.2925,9,1,0
0.485,0.15,0.5305,0.276,8,0,1
0.43,0.165,0.4525,0.2725,8,0,0
0.43,0.21,0.653,0.41,11,1,0
0.475,0.175,0.409,0.322,9,0,1
0.485,0.17,0.597,0.33,9,0,1
0.5,0.17,0.5475,0.3315,10,1,0
0.49,0.11,0.5265,0.2925,9,1,0
0.51,0.17,0.532,0.354,9,1,0
0.525,0.18,0.634,0.363,11,1,0
0.485,0.16,0.456,0.2835,9,0,1
0.495,0.165,0.678,0.266,11,0,1
0.505,0.185,0.592,0.416,10,0,1
0.505,0.175,0.6205,0.326,10,1,0
0.515,0.17,0.6605,0.37,11,1,0
0.54,0.21,0.8345,0.437,13,0,1
0.545,0.185,0.75,0.3685,11,0,1
0.585,0.225,1.2395,0.563,14,0,1
0.615,0.205,0.821,0.726,12,1,0
0.185,0.065,0.0305,0.02,4,0,0
0.26,0.08,0.09,0.07,6,0,0
0.285,0.09,0.106,0.08,8,0,0
0.3,0.1,0.1105,0.084,7,0,0
0.28,0.09,0.0845,0.079,8,0,0
0.3,0.09,0.1155,0.075,6,0,0
0.32,0.11,0.115,0.0945,6,0,0
0.335,0.105,0.156,0.1135,7,0,0
0.325,0.105,0.136,0.115,8,0,0
0.32,0.105,0.1755,0.12,9,0,0
0.33,0.115,0.14,0.1245,8,0,0
0.34,0.125,0.171,0.1345,8,0,0
0.355,0.105,0.138,0.135,9,0,0
0.37,0.11,0.1485,0.1455,8,0,0
0.375,0.125,0.2265,0.162,8,0,0
0.375,0.11,0.182,0.16,9,0,0
0.33,0.1,0.177,0.15,7,0,0
0.375,0.115,0.241,0.15,8,0,0
0.38,0.135,0.226,0.209,8,0,0
0.385,0.125,0.237,0.165,7,0,0
0.41,0.14,0.2775,0.196,11,0,0
0.395,0.115,0.3155,0.186,11,0,0
0.4,0.11,0.3015,0.18,8,0,0
0.42,0.145,0.273,0.237,9,0,0
0.41,0.12,0.3125,0.159,8,0,1
0.42,0.19,0.293,0.38,10,0,1
0.405,0.15,0.3015,0.21,10,0,0
0.445,0.145,0.3045,0.265,11,0,0
0.45,0.145,0.3885,0.264,9,0,1
0.44,0.135,0.3305,0.2475,9,0,0
0.45,0.145,0.4005,0.2845,10,0,1
0.47,0.14,0.385,0.2315,10,1,0
0.47,0.15,0.4505,0.276,9,0,1
0.43,0.13,0.2895,0.22,8,0,0
0.445,0.14,0.325,0.237,10,0,1
0.445,0.16,0.45,0.24,9,0,0
0.435,0.155,0.425,0.2425,10,1,0
0.45,0.175,0.4925,0.335,11,0,1
0.435,0.165,0.4525,0.235,9,0,1
0.47,0.145,0.453,0.289,8,0,0
0.405,0.15,0.326,0.245,9,0,1
0.47,0.175,0.382,0.5,12,0,1
0.48,0.14,0.4095,0.289,9,0,1
0.46,0.16,0.4005,0.2875,9,1,0
0.45,0.14,0.3425,0.291,11,1,0
0.45,0.15,0.3695,0.255,12,0,1
0.495,0.16,0.469,0.384,11,1,0
0.485,0.215,0.422,0.29,11,0,1
0.49,0.17,0.4915,0.343,13,0,1
0.475,0.16,0.371,0.3075,11,0,0
0.515,0.155,0.4875,0.355,11,1,0
0.515,0.175,0.492,0.37,11,0,1
0.495,0.18,0.495,0.4695,10,0,1
0.505,0.165,0.577,0.3825,11,1,0
0.49,0.155,0.4775,0.3155,9,1,0
0.5,0.18,0.4405,0.387,9,0,1
0.485,0.145,0.5525,0.3015,11,1,0
0.5,0.15,0.559,0.3355,9,1,0
0.505,0.17,0.695,0.395,11,0,1
0.51,0.175,0.6345,0.364,12,0,1
0.54,0.165,0.6955,0.42,11,0,1
0.49,0.16,0.5455,0.3225,9,1,0
0.455,0.17,0.587,0.3415,11,1,0
0.53,0.18,0.7765,0.401,10,1,0
0.525,0.155,0.5325,0.4485,10,0,1
